Mensaje	Riesgo	Mensaje Riesgo
Este video funciona muy bien para niños porque transmite una energía muy sana; gran trabajo del creador.	-5.0	
Este video educativo para niños mantiene un ambiente sano; se siente alegre y positivo y se nota que está pensado con cuidado.	-5.0	
La escena de una clase de seguridad para evitar golpes está presentada con cuidado, como entrenamiento o juego supervisado.	-2.0	
Muy buen experimento casero seguro; me pareció perfecto para ver en familia, con un mensaje apto para toda la familia.	-5.0	
Este video incluye una simulación de combate como actividad deportiva; puede sentirse más fuerte, aunque sigue en contexto deportivo o ficticio.	-1.0	
La parte de una carrera de obstáculos con tropiezos suaves tiene movimiento físico, aunque todo sucede en un ambiente cuidado.	-2.0	
El reseña de juguetes está muy bien logrado; es completamente amigable para niños y lo vería otra vez con mi familia.	-5.0	
Este juego de adivinanzas mantiene un ambiente sano; deja una sensación muy positiva y ideal para una tarde tranquila.	-5.0	
Este broma inocente es bonito; es divertido sin ser pesado y lo vería otra vez con mi familia.	-5.0	
Buen video con una batalla de globos de agua en familia; todo se siente controlado, alegre y family friendly.	-4.0	
Este video educativo para niños es divertido; es claro, limpio y entretenido y ideal para una tarde tranquila.	-5.0	
El broma inocente está muy bien logrado; es ideal para pasar un buen rato y buen contenido para todas las edades.	-5.0	
El tono del juego de adivinanzas es limpio, limpio y agradable; lo recomendaría para niños.	-5.0	
Muy buen video de comedia familiar; usa un lenguaje amable y positivo, con un mensaje apto para toda la familia.	-5.0	
Aunque aparece un reto de almohadas de juguete, el mensaje es de amistad, respeto y diversión segura.	-4.0	
Este rutina de ejercicio suave mantiene un ambiente sano; promueve creatividad y buen ánimo y aporta algo positivo y sencillo.	-5.0	
Muy buen actividad escolar divertida; usa un lenguaje amable y positivo, con un mensaje apto para toda la familia.	-5.0	
Este video funciona muy bien para niños porque no contiene nada fuerte ni inapropiado; me encantó el estilo amigable.	-5.0	
El momento de una aventura de héroes con golpes simulados tiene acción suave, sin heridas, sin miedo fuerte y con intención cómica.	-3.0	
Se nota que el video de arte y pintura es divertido; está muy bien hecho y no tiene nada preocupante y me encantó el estilo amigable.	-5.0	
Comentario positivo sobre el canción para aprender: se entiende fácil y es muy respetuoso y buen contenido para todas las edades.	-5.0	
Este broma inocente mantiene un ambiente sano; muy bonito y apto para todos y ideal para una tarde tranquila.	-5.0	
Este video de origami mantiene un ambiente sano; me gustó porque es tranquilo y educativo y gran trabajo del creador.	-5.0	
Este experimento casero seguro mantiene un ambiente sano; es claro, limpio y entretenido y buen contenido para todas las edades.	-5.0	
Este video funciona muy bien para niños porque usa un lenguaje amable y positivo; perfecto para un ambiente familiar.	-5.0	
Buen contenido: video de arte y pintura; es claro, limpio y entretenido y gran trabajo del creador.	-5.0	
El video usa una competencia de robots de juguete como recurso cómico, sin contenido fuerte ni preocupante.	-4.0	
Buen contenido: video educativo para niños; no contiene nada fuerte ni inapropiado y se nota que está pensado con cuidado.	-5.0	
Buen video con un reto de almohadas de juguete; todo se siente controlado, alegre y family friendly.	-4.0	
El video de magia sencilla está muy bien logrado; transmite una energía muy sana y ideal para una tarde tranquila.	-5.0	
El tono del video de magia sencilla es ligero, limpio y agradable; lo vería otra vez con mi familia.	-5.0	
Aunque hay un juego de dodgeball con pelotas blandas, el contexto es seguro, deportivo y respetuoso.	-2.0	
Aunque aparece un duelo de baile con reglas claras, el mensaje es de amistad, respeto y diversión segura.	-4.0	
El experimento casero seguro está muy bien logrado; es divertido sin ser pesado y lo recomendaría para niños.	-5.0	
El video muestra un reto de almohadas de juguete; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4.0	
Comentario positivo sobre el tutorial de manualidades: deja una sensación muy positiva y muy sano y agradable de ver.	-5.0	
Este video de baile infantil es alegre; muy bonito y apto para todos y ideal para una tarde tranquila.	-5.0	
Comentario positivo sobre el tutorial para ordenar juguetes: es divertido sin ser pesado y muy buena opción para contenido seguro.	-5.0	
Me gustó este rutina de ejercicio suave; deja una sensación muy positiva y excelente para un momento tranquilo.	-5.0	
El video usa una competencia de chistes entre amigos como recurso cómico, sin contenido fuerte ni preocupante.	-4.0	
La situación de una batalla de rap limpia y divertida es amigable y deja claro que todo es juego.	-4.0	
Muy buen video de comedia familiar; no contiene nada fuerte ni inapropiado, con un mensaje apto para toda la familia.	-5.0	
El reto de colores está muy bien logrado; usa un lenguaje amable y positivo y lo recomendaría para niños.	-5.0	
Buen contenido: video de baile infantil; muy bonito y apto para todos y perfecto para un ambiente familiar.	-5.0	
El video incluye una competencia física fuerte pero supervisada, con contacto controlado y sin contenido realmente peligroso.	-1.0	
La escena de un juego de roles con héroes imaginarios parece una broma inocente entre amigos y se mantiene muy cuidada.	-4.0	
El video musical alegre está muy bien logrado; está muy bien hecho y no tiene nada preocupante y muy buena opción para contenido seguro.	-5.0	
Comentario positivo sobre el rutina de ejercicio suave: mantiene un tono divertido y seguro y muy buena opción para contenido seguro.	-5.0	
El momento de una rivalidad ligera entre personajes amables tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4.0	
Este reto de colores mantiene un ambiente sano; deja una sensación muy positiva y se nota que está pensado con cuidado.	-5.0	
El video de arte y pintura está muy bien logrado; es claro, limpio y entretenido y me encantó el estilo amigable.	-5.0	
El video convierte un duelo de caballeros con accesorios de plástico en aventura familiar, con respeto y sin consecuencias graves.	-3.0	
Buen video con un juego de persecución en caricatura; todo se siente controlado, alegre y family friendly.	-4.0	
Muy buen experimento casero seguro; tiene un mensaje muy amable, con un mensaje apto para toda la familia.	-5.0	
Comentario positivo sobre el actividad de plastilina: tiene un mensaje muy amable y muy buena opción para contenido seguro.	-5.0	
Buen contenido: tutorial de manualidades; es claro, limpio y entretenido y se nota que está pensado con cuidado.	-5.0	
Me gustó la parte de un reto de almohadas de juguete porque parece competencia sana, con reglas claras y buen humor.	-4.0	
Muy buen video de arte y pintura; me hizo sonreír de forma sana, con un mensaje apto para toda la familia.	-5.0	
La escena de un video de acrobacias supervisadas está presentada con cuidado, como entrenamiento o juego supervisado.	-2.0	
Muy buen reseña de juguetes; se siente alegre y positivo, con un mensaje apto para toda la familia.	-5.0	
Comentario positivo sobre el video de arte y pintura: mantiene un tono divertido y seguro y lo vería otra vez con mi familia.	-5.0	
La escena de una batalla de rap limpia y divertida es muy suave y apta para niños, más como juego que como pelea.	-4.0	
Este reseña de juguetes es creativo; es claro, limpio y entretenido y me encantó el estilo amigable.	-5.0	
Me gustó este canción para aprender; mantiene un tono divertido y seguro y excelente para un momento tranquilo.	-5.0	
Se nota que el video de arte y pintura es agradable; muy bonito y apto para todos y buen contenido para todas las edades.	-5.0	
La escena de una competencia de robots de juguete parece una broma inocente entre amigos y se mantiene muy cuidada.	-4.0	
Buen contenido: video de lectura infantil; deja una sensación muy positiva y ideal para una tarde tranquila.	-5.0	
Buen contenido: broma inocente; usa un lenguaje amable y positivo y gran trabajo del creador.	-5.0	
El video de baile infantil está muy bien logrado; es completamente amigable para niños y muy sano y agradable de ver.	-5.0	
Este canción para aprender es sano; deja una sensación muy positiva y excelente para un momento tranquilo.	-5.0	
Buen contenido: animación colorida; deja una sensación muy positiva y excelente para un momento tranquilo.	-5.0	
La parte de un reto de obstáculos blandos es ligera, cómica y no muestra daño real.	-4.0	
Se nota que el video de animales felices es limpio; tiene un mensaje muy amable y lo recomendaría para niños.	-5.0	
Este juego de adivinanzas mantiene un ambiente sano; transmite una energía muy sana y muy buena opción para contenido seguro.	-5.0	
Buen contenido: video de origami; tiene un mensaje muy amable y aporta algo positivo y sencillo.	-5.0	
El tono del reto divertido sin peligro es amigable, limpio y agradable; lo recomendaría para niños.	-5.0	
Muy buen video de lectura infantil; me hizo sonreír de forma sana, con un mensaje apto para toda la familia.	-5.0	
Este comentario destaca que una persecución de caricatura sin daño real se siente como juego de niños, no como violencia real.	-3.0	
Aunque aparece un concurso de equilibrio con espuma, el mensaje es de amistad, respeto y diversión segura.	-4.0	
Este comentario destaca que un choque cómico entre personajes de caricatura se siente como juego de niños, no como violencia real.	-3.0	
Este comentario destaca que una persecución de caricatura sin daño real se siente como juego de niños, no como violencia real.	-3.0	
La escena de una batalla de juguete con reglas y supervisión es la parte con más acción, pero no hay sangre, crueldad ni daño real.	-1.0	
Este video educativo para niños es familiar; es ideal para pasar un buen rato y lo vería otra vez con mi familia.	-5.0	
Este video funciona muy bien para niños porque muy bonito y apto para todos; muy sano y agradable de ver.	-5.0	
La escena de un desafío de risas entre primos es muy suave y apta para niños, más como juego que como pelea.	-4.0	
La escena de un reto de almohadas de juguete parece una broma inocente entre amigos y se mantiene muy cuidada.	-4.0	
Me gustó este reto de colores; muy bonito y apto para todos y excelente para un momento tranquilo.	-5.0	
Este video funciona muy bien para niños porque no contiene nada fuerte ni inapropiado; se nota que está pensado con cuidado.	-5.0	
Este animación colorida es educativo; me gustó porque es tranquilo y educativo y ideal para una tarde tranquila.	-5.0	
Muy buen video de origami; no contiene nada fuerte ni inapropiado, con un mensaje apto para toda la familia.	-5.0	
La parte de una competencia de esgrima con equipo protector puede ser intensa para algunos niños, pero no muestra daño explícito ni crueldad.	-2.0	
Este experimento casero seguro mantiene un ambiente sano; promueve creatividad y buen ánimo y buen contenido para todas las edades.	-5.0	
Este juego de mesa familiar mantiene un ambiente sano; se siente alegre y positivo y aporta algo positivo y sencillo.	-5.0	
Este cuento corto animado es divertido; tiene un mensaje muy amable y aporta algo positivo y sencillo.	-5.0	
La escena de una batalla de globos de agua en familia parece una broma inocente entre amigos y se mantiene muy cuidada.	-4.0	
Aunque aparece una rivalidad ligera entre personajes amables, el mensaje es de amistad, respeto y diversión segura.	-4.0	
Buen contenido: video de magia sencilla; tiene un mensaje muy amable y muy sano y agradable de ver.	-5.0	
La escena de una batalla de globos de agua en familia parece una broma inocente entre amigos y se mantiene muy cuidada.	-4.0	
El tono del reto de colores es claro, limpio y agradable; muy sano y agradable de ver.	-5.0	
Comentario positivo sobre el clip de mascotas tiernas: no contiene nada fuerte ni inapropiado y se nota que está pensado con cuidado.	-5.0	
Comentario positivo sobre el video de dibujos animados: se entiende fácil y es muy respetuoso y me encantó el estilo amigable.	-5.0	
Muy buen tutorial de manualidades; promueve creatividad y buen ánimo, con un mensaje apto para toda la familia.	-5.0	
Me gustó este video de origami; usa un lenguaje amable y positivo y se nota que está pensado con cuidado.	-5.0	
Comentario positivo sobre el experimento casero seguro: muy bonito y apto para todos y aporta algo positivo y sencillo.	-5.0	
Se nota que el reto divertido sin peligro es inofensivo; es completamente amigable para niños y muy sano y agradable de ver.	-5.0	
Me gustó este tutorial de manualidades; transmite una energía muy sana y muy sano y agradable de ver.	-5.0	
Me gustó este video de animales felices; deja una sensación muy positiva y muy sano y agradable de ver.	-5.0	
El video muestra un combate de artes marciales con protección y respeto; es ficticio y family friendly, sin daño real y con tono divertido.	-3.0	
Se nota que el video de naturaleza es entretenido; es divertido sin ser pesado y gran trabajo del creador.	-5.0	
